keyword,surface,type,rank_group,rank_absolute,title,domain,url,phone,cid,rating_value,rating_votes,is_lmhg
mental health case management Louisville KY,local_finder,local_pack,11,11,Kentucky Counseling Center,kentuckycounselingcenter.com,http://kentuckycounselingcenter.com/,(855) 591-0092,12572663660737329637,4.6,605,0
mental health case management Louisville KY,local_finder,local_pack,12,12,Astra Behavioral Health,astrabh.com,http://www.astrabh.com/,(502) 694-4820,7519005861055638997,4.8,264,0
mental health case management Louisville KY,local_finder,local_pack,13,13,The Brook Hospital - KMI,thebrookhospitals.com,https://thebrookhospitals.com/,(502) 426-6380,16884554725534996459,3.4,332,0
mental health case management Louisville KY,local_finder,local_pack,14,14,The Brook Hospital – Dupont,thebrookhospitals.com,https://thebrookhospitals.com/,(502) 896-0495,4286139610855581773,3.6,339,0
mental health case management Louisville KY,local_finder,local_pack,15,15,"Best Life Mental Health Services, LLC. - Dupont Circle",bestlifelouisville.com,http://bestlifelouisville.com/,(502) 333-9466,9971473340962041837,4.6,9,0
mental health case management Louisville KY,local_finder,local_pack,16,16,Wellspring Crisis Unit,,,(502) 584-2870,6331444131271622932,4.4,40,0
mental health case management Louisville KY,local_finder,local_pack,17,17,The Couch Immediate Mental Health Care,thecouchimmediatementalhealthcare.com,http://thecouchimmediatementalhealthcare.com/,(502) 414-4557,11914682056631398028,4.1,101,0
mental health case management Louisville KY,local_finder,local_pack,18,18,Meridian Behavioral Health,meridianbhservices.com,https://meridianbhservices.com/locations/kentucky/louisville/,(502) 409-6993,2279654640732933432,3.9,149,0
mental health case management Louisville KY,local_finder,local_pack,19,19,Spectra Mental Health Care,,,(502) 425-8385,4206241562489328968,5,2,0
mental health case management Louisville KY,local_finder,local_pack,20,20,Hosparus Health Resource Center,hosparushealth.org,http://www.hosparushealth.org/,(502) 456-5451,12931523749916903044,5,2,0
counseling Louisville KY,maps,maps_search,1,1,Kentucky Counseling Center,kentuckycounselingcenter.com,http://kentuckycounselingcenter.com/,+1855-591-0092,12572663660737329637,4.6,605,0
counseling Louisville KY,maps,maps_search,2,2,Old Louisville Counseling Center,,,+1502-233-4949,9129094734765265546,,,0
counseling Louisville KY,maps,maps_search,3,3,Crescent Hill Counseling Center,,,+1502-233-5246,5251685969217235207,,,0
counseling Louisville KY,maps,maps_search,4,4,Evolved Counseling,evolvedcounselingcenter.com,https://evolvedcounselingcenter.com/,+1502-689-9952,722961778310681613,4.6,67,0
counseling Louisville KY,maps,maps_search,5,5,Greater Louisville Counseling,,,+1502-587-9737,7444147798955485815,4,1,0
counseling Louisville KY,maps,maps_search,6,6,UofL Physicians – Psychiatry & Depression Center,uoflhealth.org,https://uoflhealth.org/locations/uofl-physicians-psychiatry-depression-center/?utm_source=GMBSocialClimb&utm_medium=UofLPhysicians%E2%80%93Psychiatry%26DepressionCenter,+1502-588-4450,2155707026388250868,4.9,291,0
counseling Louisville KY,maps,maps_search,7,7,Bluegrass Counseling House,,,+1502-233-5611,2922660832687912363,,,0
counseling Louisville KY,maps,maps_search,8,8,Downtown Counseling Associates,,,+1502-584-7216,4752649149072517388,,,0
counseling Louisville KY,maps,maps_search,9,9,Discovery502 Counseling,discovery502counseling.com,https://www.discovery502counseling.com/,+1502-694-0377,3659523051043987812,5,1,0
counseling Louisville KY,maps,maps_search,10,10,Bridge Counseling and Wellness,bridgemindbody.com,http://www.bridgemindbody.com/,+1502-694-9488,4593127249481427181,4.3,20,0
counseling Louisville KY,maps,maps_search,11,11,Old Louisville Counseling Center,oldlouisvillecc.com,https://oldlouisvillecc.com/,+1502-583-9526,17935466970581937034,3.3,4,0
counseling Louisville KY,maps,maps_search,12,12,Louisville Counseling Directory,,,+1502-357-0734,13332365546462742004,,,0
counseling Louisville KY,maps,maps_search,13,13,Ronnie Hager Counseling,ronniehager.com,https://ronniehager.com/,+1502-882-0304,183550557340621490,5,1,0
counseling Louisville KY,maps,maps_search,14,14,Louisville Center for Therapy and Personal Sustainability,lctps.org,http://www.lctps.org/,+1502-694-0919,18341569579325599505,5,20,0
counseling Louisville KY,maps,maps_search,15,15,Revelation Counseling Center,rcclouisville.com,http://www.rcclouisville.com/,+1502-224-4478,17246625085606750563,4.8,45,0
counseling Louisville KY,maps,maps_search,16,16,A Brighter Path Counseling Services - Robin Conway LCSW,,,+1502-417-4708,15353537005248733589,5,1,0
counseling Louisville KY,maps,maps_search,17,17,Blue Moon Therapy,bluemoontherapygroup.com,https://www.bluemoontherapygroup.com/,+1502-836-0759,3281283209690975545,4.5,13,0
counseling Louisville KY,maps,maps_search,18,18,Bridge Counseling and Wellness,bridgemindbody.com,https://www.bridgemindbody.com/,,15632309676020927176,5,1,0
counseling Louisville KY,maps,maps_search,19,19,HaveHope Counseling,havehopelouisville.com,http://havehopelouisville.com/about-us/,+1502-290-3050,16079981756307783531,4.2,18,0
counseling Louisville KY,maps,maps_search,20,20,Cultivate Behavioral Health & Education - Counseling Services,cultivatebhe.com,https://cultivatebhe.com/locations/kentucky/louisville-ky-mental-health/,+1859-360-3006,1378097550387315905,1,1,0
counseling Louisville KY,maps,maps_search,21,21,"Bridge The Gap Addiction and Mental Health Services, PLLC",btgamh.com,https://www.btgamh.com/,+1502-416-8783,7256918563430512254,3.9,8,0
counseling Louisville KY,maps,maps_search,22,22,"Improved Dynamics ABA - Louisville, KY",improveddynamicsaba.com,https://improveddynamicsaba.com/,+1571-400-2860,5099960698760385780,5,8,0
counseling Louisville KY,maps,maps_search,23,23,NAMI Louisville,namilouisville.org,http://www.namilouisville.org/,+1502-588-2008,8755108917821935103,4.8,6,0
counseling Louisville KY,maps,maps_search,24,24,Bridgehaven Mental Health Services,bridgehaven.org,http://www.bridgehaven.org/,+1502-585-9444,4033867803495883304,3.4,34,0
counseling Louisville KY,maps,maps_search,25,25,Derby City Counseling,derbycitycounseling.com,http://derbycitycounseling.com/,+1502-701-2171,13494564945055058624,5,12,0
counseling Louisville KY,maps,maps_search,26,26,The Therapy Lounge and Wellness Boutique,therapylounge.as.me,http://therapylounge.as.me/,+1502-489-4007,5521919624821700299,,,0
counseling Louisville KY,maps,maps_search,27,27,Family Health Centers West Market Counseling Center,fhclouisville.org,http://www.fhclouisville.org/,+1502-772-8370,11175044448394009256,4.9,19,0
counseling Louisville KY,maps,maps_search,28,28,Vivaria Counseling,vivariacounseling.com,https://www.vivariacounseling.com/,+1502-272-4950,682760186414175900,,,0
counseling Louisville KY,maps,maps_search,29,29,Core Counseling,thecorecounseling.com,http://www.thecorecounseling.com/,+1502-533-5288,3210137482875415687,5,47,0
counseling Louisville KY,maps,maps_search,30,30,"Avenues Unlimited Counseling Center, Inc.",avenuesunlimited.com,https://www.avenuesunlimited.com/,+1502-459-9635,4664746409427207013,5,1,0
counseling Louisville KY,maps,maps_search,31,31,Hosparus Health Resource Center,hosparushealth.org,http://www.hosparushealth.org/,+1502-456-5451,12931523749916903044,5,2,0
counseling Louisville KY,maps,maps_search,32,32,Norton Genetic Counseling Services,nortonhealthcare.com,https://nortonhealthcare.com/services-and-conditions/cancer-care/patient-resources/genetic-counseling-and-testing/,+1502-629-4363,5406498908618638956,5,1,0
counseling Louisville KY,maps,maps_search,33,33,University of Louisville Counseling Center,louisville.edu,http://www.louisville.edu/counseling,+1502-852-6585,14125377288956595673,3.3,6,0
counseling Louisville KY,maps,maps_search,34,34,Louisville Addiction Center,louisvilleaddictioncenter.com,https://louisvilleaddictioncenter.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1502-586-4445,1773128703860624753,4.9,62,0
counseling Louisville KY,maps,maps_search,35,35,Rehab Counseling Therapy,sober-initiative.com,https://www.sober-initiative.com/?#louisville,+1502-632-6878,17690092642257558595,5,1,0
counseling Louisville KY,maps,maps_search,36,36,Center for Behavioral Health at Spalding University,behavioralhealth.spalding.edu,https://behavioralhealth.spalding.edu/,+1502-792-7011,14571659492760252991,4,2,0
counseling Louisville KY,maps,maps_search,37,37,Willow Tree Counseling & Wellness,,,+1502-653-9299,9072984888777605691,,,0
counseling Louisville KY,maps,maps_search,38,38,Norton Children's Behavioral and Mental Health - Bingham Clinic,nortonchildrens.com,https://nortonchildrens.com/location/loc0000191768?utm_source=third-party&utm_medium=listings&utm_campaign=ncbmh-dtc&utm_content=location-page,+1502-588-0800,1483753383765710184,3.2,9,0
counseling Louisville KY,maps,maps_search,39,39,Giles Professional Counseling & Consulting,psychologytoday.com,https://www.psychologytoday.com/us/therapists/giles-professional-counseling-consulting-floyds-knobs-in/134084,,6283226995910737185,,,0
counseling Louisville KY,maps,maps_search,40,40,Thriveworks Counseling & Therapy Louisville,thriveworks.com,https://thriveworks.com/louisville-counseling/?utm_source=GMBlisting&utm_medium=organic&field:8499441=GMB,+1502-289-6746,12344539005794056131,5,2,0
counseling Louisville KY,maps,maps_search,41,41,Rowen Specialty Clinic for Women,behavioralhealth.spalding.edu,https://behavioralhealth.spalding.edu/rowen/,+1502-792-7011,11889304832905187072,,,0
counseling Louisville KY,maps,maps_search,42,42,"Michael RoBards, LCSW",michaelarobards.com,http://www.michaelarobards.com/,+1502-225-3025,14048279622754160023,5,50,0
counseling Louisville KY,maps,maps_search,43,43,Blue Canary Counseling LLC,psychologytoday.com,https://www.psychologytoday.com/us/therapists/matthew-currin-louisville-ky/1187535,,2108606944733101159,,,0
counseling Louisville KY,maps,maps_search,44,44,"LifeWell Counseling Services, PLLC",lifewellcounselingky.com,https://www.lifewellcounselingky.com/,+1502-805-7659,18397531084342750568,5,3,0
counseling Louisville KY,maps,maps_search,45,45,"Renew Counseling, LLC",renewcounselingservices.org,https://renewcounselingservices.org/,+1502-653-7211,17982171571561174484,4.4,13,0
counseling Louisville KY,maps,maps_search,46,46,UofL Physicians-Psychiatry,uoflphysicians.com,http://www.uoflphysicians.com/psychiatry?tab=our-locations,+1502-588-4450,16819950719124493047,2.4,46,0
counseling Louisville KY,maps,maps_search,47,47,"Renew Counseling, LLC Preston Highway Office",renewcounselingservices.org,https://www.renewcounselingservices.org/copy-of-oldham-office-1,+1502-653-7211,16435973896225413585,1,1,0
counseling Louisville KY,maps,maps_search,48,48,Northstar Counseling Center,northstarcounselingcenter.com,http://northstarcounselingcenter.com/,+1502-414-1301,8715087175106616123,4.7,12,0
counseling Louisville KY,maps,maps_search,49,49,KORT Physical Therapy - Louisville - East Gray Street,kort.com,https://www.kort.com/contact/find-a-location/ky/louisville/louisville-east-gray-street/?ty=xt,+1502-587-9350,7926911795513594331,4.9,108,0
counseling Louisville KY,maps,maps_search,50,50,"Counseling Center of Kentucky, LLC",counselingcenter-ky.com,http://www.counselingcenter-ky.com/,+1502-821-0091,7443215960302130985,5,2,0
counseling Louisville KY,maps,maps_search,51,51,"Jane M. Owens, LMFT, MSSW",,,+1502-436-9504,7947700405684538407,5,2,0
counseling Louisville KY,maps,maps_search,52,52,"Kimberly Maugans, LCSW",kimberlymaugans.com,https://www.kimberlymaugans.com/,+1502-592-8525,11520884675438339728,4.3,16,0
counseling Louisville KY,maps,maps_search,53,53,Choices Counseling,,,+1502-409-4357,9159028190160039845,4.7,20,0
counseling Louisville KY,maps,maps_search,54,54,Robert Brill LCSW NCPsyA Psychoanalyst/therapist,robertbrill.net,https://www.robertbrill.net/contact/,+1502-645-5376,17572901413597384079,,,0
counseling Louisville KY,maps,maps_search,55,55,"Acadia Counseling, LLC",acadiacounseling.com,http://www.acadiacounseling.com/,+1502-825-1375,5219951990684249017,5,1,0
counseling Louisville KY,maps,maps_search,56,56,Rachel Potts-Wells Counseling,rachelpottswellscounseling.com,https://rachelpottswellscounseling.com/,+1502-205-2375,13979224477758619293,,,0
counseling Louisville KY,maps,maps_search,57,57,Seven Counties Services - Child & Family Downtown,sevencounties.org,https://sevencounties.org/?utm_source=Google_Business&utm_medium=Organic_Search&utm_campaign=914_East_Broadway,+1502-589-8731,16543854831705774151,2.4,8,0
counseling Louisville KY,maps,maps_search,58,58,New Day Counseling,,,+1502-296-4096,9199754279404327351,,,0
counseling Louisville KY,maps,maps_search,59,59,Creating Changes Counseling,,,+1502-893-4020,5593324596168313940,,,0
counseling Louisville KY,maps,maps_search,60,60,Career Compass Global,careercompassglobal.com,http://www.careercompassglobal.com/,+1502-418-6091,8717697466122655586,5,27,0
counseling Louisville KY,maps,maps_search,61,61,LifeStance Therapists & Psychiatrists Louisville,lifestance.com,https://lifestance.com/location/louisville-ky-100-executive-park/?utm_source=gmb&utm_medium=organic&utm_campaign=locations,+1502-313-6880,14167678494717924023,4.7,542,0
counseling Louisville KY,maps,maps_search,62,62,"Woven Nest Counseling & Coaching, LLC",wovennest.net,http://www.wovennest.net/,,12222716861888012086,5,9,0
counseling Louisville KY,maps,maps_search,63,63,Mandala Counseling Services,,,+1502-299-6446,4212223029139344883,,,0
counseling Louisville KY,maps,maps_search,64,64,Louisville Counseling Associates,,,+1502-495-1888,17820421987806657233,5,1,0
counseling Louisville KY,maps,maps_search,65,65,The Revolution in Counseling,revolutionincounseling.com,https://revolutionincounseling.com/,+1502-276-6249,15491503452985288657,5,19,0
counseling Louisville KY,maps,maps_search,66,66,Olive Branch Family Counseling,olivebranchfamilycounseling.com,http://www.olivebranchfamilycounseling.com/,+1502-653-2228,15906099659231562543,4.9,9,0
counseling Louisville KY,maps,maps_search,67,67,Fausta's Counseling Center,,,+1502-744-4098,11402217735997263885,,,0
counseling Louisville KY,maps,maps_search,68,68,Bridge Counseling and Wellness,bridgemindbody.com,https://www.bridgemindbody.com/,,10018540995407831137,,,0
counseling Louisville KY,maps,maps_search,69,69,Mark Rosenthal,,,+1502-377-3535,14485800675556066958,3,2,0
counseling Louisville KY,maps,maps_search,70,70,Life Management Inc,lifemanagementclinic.yolasite.com,http://www.lifemanagementclinic.yolasite.com/,+1502-419-5605,6281920571881912555,4.2,10,0
counseling Louisville KY,maps,maps_search,71,71,Center For Women & Families,thecenteronline.org,http://www.thecenteronline.org/,+1812-944-6743,17628045115008204729,3.5,77,0
counseling Louisville KY,maps,maps_search,72,72,Peaceful Solutions Counseling Inc,peacefulsc.com,http://www.peacefulsc.com/,+1502-333-0218,14023889017653095200,4,31,0
counseling Louisville KY,maps,maps_search,73,73,Heartwood Therapy Place,heartwoodtherapyplace.com,http://www.heartwoodtherapyplace.com/,+1502-851-6384,1655653256682038578,4.6,13,0
counseling Louisville KY,maps,maps_search,74,74,Hope Plus Counseling LLC,hopepluscounseling.com,https://www.hopepluscounseling.com/,+1502-709-8862,224545047941201454,5,1,0
counseling Louisville KY,maps,maps_search,75,75,Goodwill Young Adult Opportunity Center- Downtown Louisville,thespotky.org,https://thespotky.org/,+1502-220-4120,16498066349921662778,5,3,0
counseling Louisville KY,maps,maps_search,76,76,Life's Journey Counseling,lifesjourneyky.com,https://www.lifesjourneyky.com/,+1502-385-4151,16763775908145126302,4.5,32,0
counseling Louisville KY,maps,maps_search,77,77,Marriage and Family Therapy With Libby Jurado Eldridge,libbymft.com,http://libbymft.com/contact-us/,+1502-314-8991,4412890096056660085,,,0
counseling Louisville KY,maps,maps_search,78,78,Ashford Credit Repair Louisville,,,+1208-874-0840,9358509028127024454,5,13,0
counseling Louisville KY,maps,maps_search,79,79,Breckenridge Counseling Center,breckenridgecounseling.com,http://www.breckenridgecounseling.com/,+1502-709-6275,12611060471316747864,,,0
counseling Louisville KY,maps,maps_search,80,80,JB Counseling,jbcounselingservices.com,https://www.jbcounselingservices.com/,+1502-251-1869,8315695959006429526,5,1,0
